classification_id,subject_data,annotations,subject_ids
502101711,"{""90800923"": {""retired"": {""id"": 118049582, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:20:18.326Z"", ""updated_at"": ""2023-07-21T08:46:57.277Z"", ""retired_at"": ""2023-07-21T08:46:57.267Z"", ""subject_id"": 90800923, ""retirement_reason"": ""classification_count""}, ""png"": ""794710-11.png"", ""log_png"": ""log-794710-11.png"", ""Image Number"": ""794710-11""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""1""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 242.31378173828125, ""y"": 194.1939697265625}, {""x"": 244.60145568847656, ""y"": 186.93272399902344}, {""x"": 250.9561309814453, ""y"": 195.0666961669922}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800923
502101740,"{""90800862"": {""retired"": {""id"": 118050181, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:40:03.447Z"", ""updated_at"": ""2023-07-21T10:22:51.465Z"", ""retired_at"": ""2023-07-21T10:22:51.457Z"", ""subject_id"": 90800862, ""retirement_reason"": ""classification_count""}, ""png"": ""794689-12.png"", ""log_png"": ""log-794689-12.png"", ""Image Number"": ""794689-12""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""2""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 476.3125, ""y"": 160.75}, {""x"": 471.3125, ""y"": 174.75}, {""x"": 488.3125, ""y"": 172.75}, {""x"": 481.3125, ""y"": 150.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 346.3125, ""y"": 3.75}, {""x"": 347.3125, ""y"": 13.75}, {""x"": 362.3125, ""y"": 13.75}, {""x"": 365.3125, ""y"": 1.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800862
502101762,"{""90800960"": {""retired"": {""id"": 118050109, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:37:51.526Z"", ""updated_at"": ""2023-08-03T09:42:32.113Z"", ""retired_at"": ""2023-08-03T09:42:32.106Z"", ""subject_id"": 90800960, ""retirement_reason"": ""classification_count""}, ""png"": ""794710-47.png"", ""log_png"": ""log-794710-47.png"", ""Image Number"": ""794710-47""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""2""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 446.8124694824219, ""y"": 88.80000305175781}, {""x"": 474.0124816894531, ""y"": 131.1999969482422}, {""x"": 420.4125061035156, ""y"": 167.1999969482422}, {""x"": 414.8124694824219, ""y"": 120.00001525878906}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 146.01248168945312, ""y"": 103.19999694824219}, {""x"": 147.61248779296875, ""y"": 146.40000915527344}, {""x"": 121.21249389648438, ""y"": 144.8000030517578}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800960
502101790,"{""90800873"": {""retired"": {""id"": 118049895, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:32:02.965Z"", ""updated_at"": ""2023-07-21T10:29:28.503Z"", ""retired_at"": ""2023-07-21T10:29:28.481Z"", ""subject_id"": 90800873, ""retirement_reason"": ""classification_count""}, ""png"": ""794689-22.png"", ""log_png"": ""log-794689-22.png"", ""Image Number"": ""794689-22""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""2""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 223.3125, ""y"": 73.75}, {""x"": 214.3125, ""y"": 89.75}, {""x"": 219.3125, ""y"": 99.75}, {""x"": 234.3125, ""y"": 99.75}, {""x"": 240.3125, ""y"": 81.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 196.3125, ""y"": 57.75}, {""x"": 193.3125, ""y"": 69.75}, {""x"": 204.3125, ""y"": 71.75}, {""x"": 211.3125, ""y"": 59.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800873
502101791,"{""90800641"": {""retired"": {""id"": 118049558, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:19:28.063Z"", ""updated_at"": ""2023-07-20T08:19:09.736Z"", ""retired_at"": ""2023-07-20T08:19:09.729Z"", ""subject_id"": 90800641, ""retirement_reason"": ""classification_count""}, ""png"": ""794625-37.png"", ""log_png"": ""log-794625-37.png"", ""Image Number"": ""794625-37""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""1""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 236.83334350585938, ""y"": 4.400001525878906}, {""x"": 232.83334350585938, ""y"": 57.400001525878906}, {""x"": 237.83334350585938, ""y"": 91.4000015258789}, {""x"": 238.83334350585938, ""y"": 116.4000015258789}, {""x"": 238.83334350585938, ""y"": 139.39999389648438}, {""x"": 230.83334350585938, ""y"": 155.39999389648438}, {""x"": 229.83334350585938, ""y"": 181.39999389648438}, {""x"": 250.83334350585938, ""y"": 196.39999389648438}, {""x"": 271.8333435058594, ""y"": 191.39999389648438}, {""x"": 285.8333435058594, ""y"": 168.39999389648438}, {""x"": 291.8333435058594, ""y"": 146.39999389648438}, {""x"": 297.8333435058594, ""y"": 134.39999389648438}, {""x"": 313.8333435058594, ""y"": 130.39999389648438}, {""x"": 317.8333435058594, ""y"": 111.4000015258789}, {""x"": 311.8333435058594, ""y"": 78.4000015258789}, {""x"": 292.8333435058594, ""y"": 68.4000015258789}, {""x"": 272.8333435058594, ""y"": 59.400001525878906}, {""x"": 261.8333435058594, ""y"": 43.400001525878906}, {""x"": 248.83334350585938, ""y"": 25.400001525878906}, {""x"": 252.83334350585938, ""y"": 9.400001525878906}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800641
502101827,"{""90800958"": {""retired"": {""id"": 118049845, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:30:21.345Z"", ""updated_at"": ""2023-07-20T08:27:10.566Z"", ""retired_at"": ""2023-07-20T08:27:10.558Z"", ""subject_id"": 90800958, ""retirement_reason"": ""classification_count""}, ""png"": ""794710-45.png"", ""log_png"": ""log-794710-45.png"", ""Image Number"": ""794710-45""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""2""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 460.4125061035156, ""y"": 89.60002136230469}, {""x"": 465.2124938964844, ""y"": 110.40000915527344}, {""x"": 430.8124694824219, ""y"": 163.1999969482422}, {""x"": 418.8124694824219, ""y"": 136.8000030517578}, {""x"": 438.8124694824219, ""y"": 103.19999694824219}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 146.01248168945312, ""y"": 128.8000030517578}, {""x"": 169.21249389648438, ""y"": 150.40000915527344}, {""x"": 146.8125, ""y"": 156.8000030517578}, {""x"": 140.4124755859375, ""y"": 139.1999969482422}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800958
502101835,"{""90800758"": {""retired"": {""id"": 118049813, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:29:24.889Z"", ""updated_at"": ""2023-07-20T08:21:48.998Z"", ""retired_at"": ""2023-07-20T08:21:48.987Z"", ""subject_id"": 90800758, ""retirement_reason"": ""classification_count""}, ""png"": ""794663-31.png"", ""log_png"": ""log-794663-31.png"", ""Image Number"": ""794663-31""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""2""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 251.83334350585938, ""y"": 66.26666259765625}, {""x"": 203.83334350585938, ""y"": 69.26666259765625}, {""x"": 194.83334350585938, ""y"": 93.26666259765625}, {""x"": 215.83334350585938, ""y"": 111.26666259765625}, {""x"": 270.8333435058594, ""y"": 126.26666259765625}, {""x"": 301.8333435058594, ""y"": 112.26666259765625}, {""x"": 301.8333435058594, ""y"": 88.26666259765625}, {""x"": 277.8333435058594, ""y"": 74.26666259765625}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 315.8333435058594, ""y"": 157.26666259765625}, {""x"": 307.8333435058594, ""y"": 174.26666259765625}, {""x"": 321.8333435058594, ""y"": 186.26666259765625}, {""x"": 339.8333435058594, ""y"": 192.26666259765625}, {""x"": 373.8333435058594, ""y"": 190.26666259765625}, {""x"": 373.8333435058594, ""y"": 169.26666259765625}, {""x"": 360.8333435058594, ""y"": 165.26666259765625}, {""x"": 325.8333435058594, ""y"": 156.26666259765625}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800758
502101859,"{""90801022"": {""retired"": {""id"": 118049531, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:17:42.157Z"", ""updated_at"": ""2023-07-20T08:19:40.760Z"", ""retired_at"": ""2023-07-20T08:19:40.749Z"", ""subject_id"": 90801022, ""retirement_reason"": ""classification_count""}, ""png"": ""794910-47.png"", ""log_png"": ""log-794910-47.png"", ""Image Number"": ""794910-47""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""1""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 299.3125, ""y"": 73.75}, {""x"": 272.3125, ""y"": 84.75}, {""x"": 256.3125, ""y"": 95.75}, {""x"": 246.3125, ""y"": 116.75}, {""x"": 236.3125, ""y"": 144.75}, {""x"": 257.3125, ""y"": 149.75}, {""x"": 271.3125, ""y"": 132.75}, {""x"": 268.3125, ""y"": 113.75}, {""x"": 298.3125, ""y"": 114.75}, {""x"": 310.3125, ""y"": 108.75}, {""x"": 319.3125, ""y"": 88.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90801022
502101908,"{""90801049"": {""retired"": {""id"": 118049777, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:28:14.919Z"", ""updated_at"": ""2023-07-31T16:01:51.575Z"", ""retired_at"": ""2023-07-31T16:01:51.562Z"", ""subject_id"": 90801049, ""retirement_reason"": ""classification_count""}, ""png"": ""794916-13.png"", ""log_png"": ""log-794916-13.png"", ""Image Number"": ""794916-13""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""1""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 231.83334350585938, ""y"": 4.26666259765625}, {""x"": 228.83334350585938, ""y"": 90.26666259765625}, {""x"": 229.83334350585938, ""y"": 118.26666259765625}, {""x"": 225.83334350585938, ""y"": 161.26666259765625}, {""x"": 245.83334350585938, ""y"": 176.26666259765625}, {""x"": 257.8333435058594, ""y"": 178.26666259765625}, {""x"": 264.8333435058594, ""y"": 170.26666259765625}, {""x"": 272.8333435058594, ""y"": 152.26666259765625}, {""x"": 283.8333435058594, ""y"": 128.26666259765625}, {""x"": 292.8333435058594, ""y"": 101.26666259765625}, {""x"": 300.8333435058594, ""y"": 89.26666259765625}, {""x"": 283.8333435058594, ""y"": 76.26666259765625}, {""x"": 272.8333435058594, ""y"": 60.26666259765625}, {""x"": 263.8333435058594, ""y"": 37.26666259765625}, {""x"": 261.8333435058594, ""y"": 19.26666259765625}, {""x"": 259.8333435058594, ""y"": 7.26666259765625}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90801049
502101920,"{""90801089"": {""retired"": {""id"": 118049429, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:11:50.332Z"", ""updated_at"": ""2023-07-20T08:20:06.986Z"", ""retired_at"": ""2023-07-20T08:20:06.977Z"", ""subject_id"": 90801089, ""retirement_reason"": ""classification_count""}, ""png"": ""794916-53.png"", ""log_png"": ""log-794916-53.png"", ""Image Number"": ""794916-53""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""1""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 278.3125, ""y"": 68.75}, {""x"": 251.3125, ""y"": 84.75}, {""x"": 243.3125, ""y"": 101.75}, {""x"": 244.3125, ""y"": 123.75}, {""x"": 268.3125, ""y"": 123.75}, {""x"": 288.3125, ""y"": 122.75}, {""x"": 303.3125, ""y"": 105.75}, {""x"": 304.3125, ""y"": 78.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90801089
502101929,"{""90800915"": {""retired"": {""id"": 118049476, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:14:45.971Z"", ""updated_at"": ""2023-07-20T08:20:13.380Z"", ""retired_at"": ""2023-07-20T08:20:13.374Z"", ""subject_id"": 90800915, ""retirement_reason"": ""classification_count""}, ""png"": ""794710-3.png"", ""log_png"": ""log-794710-3.png"", ""Image Number"": ""794710-3""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""3""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 147.918212890625, ""y"": 156.6688690185547}, {""x"": 151.73098754882812, ""y"": 155.39793395996094}, {""x"": 149.1891326904297, ""y"": 151.3309326171875}, {""x"": 146.90145874023438, ""y"": 153.36444091796875}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 82.45738220214844, ""y"": 114.10468292236328}, {""x"": 85.84654235839844, ""y"": 111.28038787841797}, {""x"": 84.99925231933594, ""y"": 107.60881042480469}, {""x"": 82.45738220214844, ""y"": 107.32637786865234}, {""x"": 78.50337219238281, ""y"": 110.71553039550781}, {""x"": 79.35065460205078, ""y"": 113.25739288330078}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 49.463890075683594, ""y"": 167.1046905517578}, {""x"": 57.37191390991211, ""y"": 161.73854064941406}, {""x"": 57.37191390991211, ""y"": 157.50209045410156}, {""x"": 53.417903900146484, ""y"": 156.65480041503906}, {""x"": 48.616600036621094, ""y"": 160.8912353515625}, {""x"": 46.92202377319336, ""y"": 164.2803955078125}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800915
502101935,"{""90800957"": {""retired"": {""id"": 118049832, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:29:47.039Z"", ""updated_at"": ""2023-07-20T08:20:18.725Z"", ""retired_at"": ""2023-07-20T08:20:18.710Z"", ""subject_id"": 90800957, ""retirement_reason"": ""classification_count""}, ""png"": ""794710-44.png"", ""log_png"": ""log-794710-44.png"", ""Image Number"": ""794710-44""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""1""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 445.3020935058594, ""y"": 118.15362548828125}, {""x"": 439.4302062988281, ""y"": 110.8395004272461}, {""x"": 440.7694091796875, ""y"": 108.16108703613281}, {""x"": 445.0960693359375, ""y"": 109.60330963134766}, {""x"": 448.7016296386719, ""y"": 99.585693359375}, {""x"": 451.07098388671875, ""y"": 102.36711883544922}, {""x"": 448.1865234375, ""y"": 113.18377685546875}, {""x"": 445.71417236328125, ""y"": 113.69886016845703}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800957
502101955,"{""90801011"": {""retired"": {""id"": 118050225, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:42:12.233Z"", ""updated_at"": ""2023-07-20T08:24:27.848Z"", ""retired_at"": ""2023-07-20T08:24:27.839Z"", ""subject_id"": 90801011, ""retirement_reason"": ""classification_count""}, ""png"": ""794910-37.png"", ""log_png"": ""log-794910-37.png"", ""Image Number"": ""794910-37""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""2""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 301.3125, ""y"": 77.75}, {""x"": 272.3125, ""y"": 77.75}, {""x"": 247.3125, ""y"": 83.75}, {""x"": 247.3125, ""y"": 112.75}, {""x"": 288.3125, ""y"": 113.75}, {""x"": 303.3125, ""y"": 106.75}, {""x"": 309.3125, ""y"": 90.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 22.3125, ""y"": 92.75}, {""x"": 13.3125, ""y"": 105.75}, {""x"": 27.3125, ""y"": 119.75}, {""x"": 47.3125, ""y"": 120.75}, {""x"": 53.3125, ""y"": 102.75}, {""x"": 40.3125, ""y"": 94.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90801011
502101958,"{""90801017"": {""retired"": {""id"": 118049677, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:24:58.191Z"", ""updated_at"": ""2023-07-20T08:27:29.014Z"", ""retired_at"": ""2023-07-20T08:27:29.004Z"", ""subject_id"": 90801017, ""retirement_reason"": ""classification_count""}, ""png"": ""794910-42.png"", ""log_png"": ""log-794910-42.png"", ""Image Number"": ""794910-42""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""2""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 280.8333435058594, ""y"": 68.26666259765625}, {""x"": 258.8333435058594, ""y"": 76.26666259765625}, {""x"": 245.83334350585938, ""y"": 84.26666259765625}, {""x"": 247.83334350585938, ""y"": 101.26666259765625}, {""x"": 264.8333435058594, ""y"": 110.26666259765625}, {""x"": 286.8333435058594, ""y"": 118.26666259765625}, {""x"": 301.8333435058594, ""y"": 113.26666259765625}, {""x"": 309.8333435058594, ""y"": 96.26666259765625}, {""x"": 308.8333435058594, ""y"": 82.26666259765625}, {""x"": 301.8333435058594, ""y"": 73.26666259765625}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 24.740440368652344, ""y"": 100.12629699707031}, {""x"": 19.47917366027832, ""y"": 106.34416198730469}, {""x"": 20.914064407348633, ""y"": 113.51861572265625}, {""x"": 27.61022186279297, ""y"": 120.69306945800781}, {""x"": 44.35061264038086, ""y"": 126.91092681884766}, {""x"": 50.56847381591797, ""y"": 112.56201934814453}, {""x"": 40.52423858642578, ""y"": 105.86585998535156}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90801017
502101979,"{""90801092"": {""retired"": {""id"": 118049995, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:35:17.685Z"", ""updated_at"": ""2023-07-20T08:20:34.684Z"", ""retired_at"": ""2023-07-20T08:20:34.676Z"", ""subject_id"": 90801092, ""retirement_reason"": ""classification_count""}, ""png"": ""794916-56.png"", ""log_png"": ""log-794916-56.png"", ""Image Number"": ""794916-56""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""1""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 267.7860412597656, ""y"": 68.65728759765625}, {""x"": 252.0396270751953, ""y"": 79.81098937988281}, {""x"": 245.47862243652344, ""y"": 93.5890884399414}, {""x"": 242.19813537597656, ""y"": 114.58428955078125}, {""x"": 254.66403198242188, ""y"": 125.08189392089844}, {""x"": 271.7226257324219, ""y"": 128.36239624023438}, {""x"": 297.9666442871094, ""y"": 126.39408874511719}, {""x"": 316.3374328613281, ""y"": 99.49398803710938}, {""x"": 313.7130432128906, ""y"": 78.49878692626953}, {""x"": 295.34222412109375, ""y"": 66.6889877319336}, {""x"": 274.3470153808594, ""y"": 64.72068786621094}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90801092
502102013,"{""90800912"": {""retired"": {""id"": 118049508, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:16:37.684Z"", ""updated_at"": ""2023-07-20T08:20:47.947Z"", ""retired_at"": ""2023-07-20T08:20:47.939Z"", ""subject_id"": 90800912, ""retirement_reason"": ""classification_count""}, ""png"": ""794710-0.png"", ""log_png"": ""log-794710-0.png"", ""Image Number"": ""794710-0""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""more than 3""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 181.3125, ""y"": 57.75}, {""x"": 178.3125, ""y"": 81.75}, {""x"": 195.3125, ""y"": 82.75}, {""x"": 200.3125, ""y"": 66.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 177.3125, ""y"": 144.75}, {""x"": 163.3125, ""y"": 148.75}, {""x"": 165.3125, ""y"": 166.75}, {""x"": 187.3125, ""y"": 165.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 123.3125, ""y"": 143.75}, {""x"": 119.3125, ""y"": 172.75}, {""x"": 140.3125, ""y"": 169.75}, {""x"": 140.3125, ""y"": 149.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 88.3125, ""y"": 103.75}, {""x"": 78.3125, ""y"": 126.75}, {""x"": 99.3125, ""y"": 126.75}, {""x"": 101.3125, ""y"": 105.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 46.3125, ""y"": 123.75}, {""x"": 35.3125, ""y"": 147.75}, {""x"": 54.3125, ""y"": 149.75}, {""x"": 59.3125, ""y"": 136.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800912
502102093,"{""90800944"": {""retired"": {""id"": 118049897, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:32:03.000Z"", ""updated_at"": ""2023-07-20T08:21:13.401Z"", ""retired_at"": ""2023-07-20T08:21:13.394Z"", ""subject_id"": 90800944, ""retirement_reason"": ""classification_count""}, ""png"": ""794710-31.png"", ""log_png"": ""log-794710-31.png"", ""Image Number"": ""794710-31""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""more than 3""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 230.3125, ""y"": 31.75}, {""x"": 216.3125, ""y"": 43.75}, {""x"": 229.3125, ""y"": 53.75}, {""x"": 244.3125, ""y"": 46.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 197.3125, ""y"": 8.75}, {""x"": 194.3125, ""y"": 21.75}, {""x"": 211.3125, ""y"": 21.75}, {""x"": 212.3125, ""y"": 7.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 164.3125, ""y"": 104.75}, {""x"": 152.3125, ""y"": 116.75}, {""x"": 176.3125, ""y"": 119.75}, {""x"": 176.3125, ""y"": 103.75}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 0, ""closed"": true, ""points"": [{""x"": 195.3125, ""y"": 151.75}, {""x"": 192.3125, ""y"": 163.75}, {""x"": 205.3125, ""y"": 165.75}, {""x"": 210.3125, ""y"": 147.75}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800944
502102094,"{""90800739"": {""retired"": {""id"": 118049712, ""workflow_id"": 24745, ""classifications_count"": 2, ""created_at"": ""2023-07-19T08:26:04.404Z"", ""updated_at"": ""2023-07-20T08:21:14.407Z"", ""retired_at"": ""2023-07-20T08:21:14.390Z"", ""subject_id"": 90800739, ""retirement_reason"": ""classification_count""}, ""png"": ""794663-12.png"", ""log_png"": ""log-794663-12.png"", ""Image Number"": ""794663-12""}}","[{""task"": ""T1"", ""task_label"": ""How many peaks are in this image?"", ""value"": ""3""}, {""task"": ""T3"", ""task_label"": ""Please draw a shape around each peak, as close to the exact shape of the peak as possible"", ""value"": [{""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 357.2124938964844, ""y"": 164.8000030517578}, {""x"": 328.4125061035156, ""y"": 192.8000030517578}, {""x"": 297.2124938964844, ""y"": 188.00001525878906}, {""x"": 301.2124938964844, ""y"": 164.8000030517578}, {""x"": 331.6125183105469, ""y"": 149.6000213623047}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 330.0124816894531, ""y"": 75.19999694824219}, {""x"": 327.6125183105469, ""y"": 112.80000305175781}, {""x"": 196.4124755859375, ""y"": 122.40000915527344}, {""x"": 170.8125, ""y"": 91.19999694824219}, {""x"": 205.21249389648438, ""y"": 69.60002136230469}, {""x"": 327.6125183105469, ""y"": 73.60002136230469}], ""details"": [], ""tool_label"": ""Polygon""}, {""tool"": 0, ""frame"": 1, ""closed"": true, ""points"": [{""x"": 313.2124938964844, ""y"": 3.1999969482421875}, {""x"": 302.0124816894531, ""y"": 20.79998779296875}, {""x"": 266.0124816894531, ""y"": 5.6000213623046875}, {""x"": 277.2124938964844, ""y"": -3.20001220703125}], ""details"": [], ""tool_label"": ""Polygon""}]}]",90800739
